时段,样本数,平均RMS改善量,RMS改善量标准差,RMS改善率(%),平均3D位置改善量,3D位置改善量标准差,3D位置改善率(%)
00,12,0.1261480833333323,0.17194687322513613,0.9230878495642831,-0.15825607342636872,3.6358710215502876,4.703738616582674
12,12,0.018994270833333715,0.1174200733416215,0.2607359901620931,2.9300336686816286,5.938783261242674,8.229230219069347
