epoch_time,year,month,day,hour,minute,second,gps_week,gps_week_seconds,prn,c1_meters,s1_dBHz
2024-05-08 00:00:0.000000,2024,5,8,0,0,0.000000,2313,259200.0,5,22404888.729,NaN
2024-05-08 00:00:0.000000,2024,5,8,0,0,0.000000,2313,259200.0,7,22291164.683,NaN
2024-05-08 00:00:0.000000,2024,5,8,0,0,0.000000,2313,259200.0,8,22610736.562,NaN
2024-05-08 00:00:0.000000,2024,5,8,0,0,0.000000,2313,259200.0,13,20797087.499,NaN
2024-05-08 00:00:0.000000,2024,5,8,0,0,0.000000,2313,259200.0,14,23754825.681,NaN
2024-05-08 00:00:0.000000,2024,5,8,0,0,0.000000,2313,259200.0,15,22043218.294,NaN
2024-05-08 00:00:0.000000,2024,5,8,0,0,0.000000,2313,259200.0,16,25346544.973,NaN
2024-05-08 00:00:0.000000,2024,5,8,0,0,0.000000,2313,259200.0,18,22659821.811,NaN
2024-05-08 00:00:0.000000,2024,5,8,0,0,0.000000,2313,259200.0,20,24484046.863,NaN
2024-05-08 00:00:0.000000,2024,5,8,0,0,0.000000,2313,259200.0,23,24072086.078,NaN
2024-05-08 00:00:0.000000,2024,5,8,0,0,0.000000,2313,259200.0,27,22302952.425,NaN
2024-05-08 00:00:0.000000,2024,5,8,0,0,0.000000,2313,259200.0,30,21334034.339,NaN
2024-05-08 00:00:30.000000,2024,5,8,0,0,30.000000,2313,259230.0,5,22420707.615,NaN
2024-05-08 00:00:30.000000,2024,5,8,0,0,30.000000,2313,259230.0,7,22302295.455,NaN
2024-05-08 00:00:30.000000,2024,5,8,0,0,30.000000,2313,259230.0,8,22601162.865,NaN
2024-05-08 00:00:30.000000,2024,5,8,0,0,30.000000,2313,259230.0,13,20789925.178,NaN
2024-05-08 00:00:30.000000,2024,5,8,0,0,30.000000,2313,259230.0,14,23734959.008,NaN
2024-05-08 00:00:30.000000,2024,5,8,0,0,30.000000,2313,259230.0,15,22026953.921,NaN
2024-05-08 00:00:30.000000,2024,5,8,0,0,30.000000,2313,259230.0,16,25369273.783,NaN
2024-05-08 00:00:30.000000,2024,5,8,0,0,30.000000,2313,259230.0,18,22667086.356,NaN
2024-05-08 00:00:30.000000,2024,5,8,0,0,30.000000,2313,259230.0,20,24505618.72,NaN
2024-05-08 00:00:30.000000,2024,5,8,0,0,30.000000,2313,259230.0,23,24052447.634,NaN
2024-05-08 00:00:30.000000,2024,5,8,0,0,30.000000,2313,259230.0,27,22306623.071,NaN
2024-05-08 00:00:30.000000,2024,5,8,0,0,30.000000,2313,259230.0,30,21334116.976,NaN
2024-05-08 00:01:0.000000,2024,5,8,0,1,0.000000,2313,259260.0,5,22436614.781,NaN
2024-05-08 00:01:0.000000,2024,5,8,0,1,0.000000,2313,259260.0,7,22313508.464,NaN
2024-05-08 00:01:0.000000,2024,5,8,0,1,0.000000,2313,259260.0,8,22591700.667,NaN
2024-05-08 00:01:0.000000,2024,5,8,0,1,0.000000,2313,259260.0,13,20782879.257,NaN
2024-05-08 00:01:0.000000,2024,5,8,0,1,0.000000,2313,259260.0,14,23715137.939,NaN
2024-05-08 00:01:0.000000,2024,5,8,0,1,0.000000,2313,259260.0,15,22010780.428,NaN
2024-05-08 00:01:0.000000,2024,5,8,0,1,0.000000,2313,259260.0,18,22674467.66,NaN
2024-05-08 00:01:0.000000,2024,5,8,0,1,0.000000,2313,259260.0,20,24527221.327,NaN
2024-05-08 00:01:0.000000,2024,5,8,0,1,0.000000,2313,259260.0,23,24032861.643,NaN
2024-05-08 00:01:0.000000,2024,5,8,0,1,0.000000,2313,259260.0,27,22310423.551,NaN
2024-05-08 00:01:0.000000,2024,5,8,0,1,0.000000,2313,259260.0,30,21334309.516,NaN
2024-05-08 00:01:30.000000,2024,5,8,0,1,30.000000,2313,259290.0,5,22452609.831,NaN
2024-05-08 00:01:30.000000,2024,5,8,0,1,30.000000,2313,259290.0,7,22324804.113,NaN
2024-05-08 00:01:30.000000,2024,5,8,0,1,30.000000,2313,259290.0,8,22582352.006,NaN
2024-05-08 00:01:30.000000,2024,5,8,0,1,30.000000,2313,259290.0,13,20775950.766,NaN
2024-05-08 00:01:30.000000,2024,5,8,0,1,30.000000,2313,259290.0,14,23695366.732,NaN
2024-05-08 00:01:30.000000,2024,5,8,0,1,30.000000,2313,259290.0,15,21994698.51,NaN
2024-05-08 00:01:30.000000,2024,5,8,0,1,30.000000,2313,259290.0,16,25414810.148,NaN
2024-05-08 00:01:30.000000,2024,5,8,0,1,30.000000,2313,259290.0,18,22681965.876,NaN
2024-05-08 00:01:30.000000,2024,5,8,0,1,30.000000,2313,259290.0,20,24548849.946,NaN
2024-05-08 00:01:30.000000,2024,5,8,0,1,30.000000,2313,259290.0,23,24013330.273,NaN
