epoch_time,year,month,day,hour,minute,second,gps_week,gps_week_seconds,prn,c1_meters,s1_dBHz
2024-05-11 00:00:0.000000,2024,5,11,0,0,0.000000,2313,518400.0,26,23543997.731,2481.335
2024-05-11 00:00:0.000000,2024,5,11,0,0,0.000000,2313,518400.0,21,22594279.727,-3796.989
2024-05-11 00:00:0.000000,2024,5,11,0,0,0.000000,2313,518400.0,25,25279289.603,-1434.774
2024-05-11 00:00:0.000000,2024,5,11,0,0,0.000000,2313,518400.0,31,20860928.941,-211.566
2024-05-11 00:00:0.000000,2024,5,11,0,0,0.000000,2313,518400.0,28,21941181.119,-2355.45
2024-05-11 00:00:0.000000,2024,5,11,0,0,0.000000,2313,518400.0,2,22301915.043,-3130.324
2024-05-11 00:00:0.000000,2024,5,11,0,0,0.000000,2313,518400.0,3,20812277.481,1759.438
2024-05-11 00:00:0.000000,2024,5,11,0,0,0.000000,2313,518400.0,32,24986236.441,-3156.205
2024-05-11 00:00:0.000000,2024,5,11,0,0,0.000000,2313,518400.0,4,21899230.569,2202.722
2024-05-11 00:00:0.000000,2024,5,11,0,0,0.000000,2313,518400.0,1,23740187.426,2181.568
2024-05-11 00:00:30.000000,2024,5,11,0,0,30.000000,2313,518430.0,26,23529853.619,2473.688
2024-05-11 00:00:30.000000,2024,5,11,0,0,30.000000,2313,518430.0,21,22615979.949,-3804.903
2024-05-11 00:00:30.000000,2024,5,11,0,0,30.000000,2313,518430.0,25,25287521.338,-1449.101
2024-05-11 00:00:30.000000,2024,5,11,0,0,30.000000,2313,518430.0,31,20862185.105,-228.652
2024-05-11 00:00:30.000000,2024,5,11,0,0,30.000000,2313,518430.0,19,25599221.015,3.0
2024-05-11 00:00:30.000000,2024,5,11,0,0,30.000000,2313,518430.0,28,21954664.587,-2368.31
2024-05-11 00:00:30.000000,2024,5,11,0,0,30.000000,2313,518430.0,2,22319819.613,-3142.324
2024-05-11 00:00:30.000000,2024,5,11,0,0,30.000000,2313,518430.0,3,20802264.764,1748.539
2024-05-11 00:00:30.000000,2024,5,11,0,0,30.000000,2313,518430.0,32,25004254.34,-3155.867
